INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0001', 'C145', '2022-01-01 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0839', 'C025', '2022-05-08 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0840', 'C316', '2022-05-08 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0841', 'C446', '2022-05-08 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0842', 'C240', '2022-05-08 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0843', 'C278', '2022-05-08 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0844', 'C183', '2022-05-09 00:00:00', '08:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0845', 'C266', '2022-05-09 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0846', 'C020', '2022-05-09 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0847', 'C322', '2022-05-09 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0848', 'C110', '2022-05-09 00:00:00', '17:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0849', 'C312', '2022-05-09 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0850', 'C047', '2022-05-10 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0851', 'C030', '2022-05-10 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0852', 'C103', '2022-05-10 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0853', 'C293', '2022-05-10 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0854', 'C360', '2022-05-10 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0855', 'C421', '2022-05-10 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0856', 'C163', '2022-05-10 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0857', 'C251', '2022-05-11 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0858', 'C419', '2022-05-11 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0859', 'C110', '2022-05-11 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0860', 'C273', '2022-05-11 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0861', 'C032', '2022-05-11 00:00:00', '08:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0862', 'C178', '2022-05-11 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0863', 'C057', '2022-05-12 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0864', 'C356', '2022-05-12 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0865', 'C331', '2022-05-12 00:00:00', '17:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0866', 'C380', '2022-05-12 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0867', 'C213', '2022-05-12 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0868', 'C197', '2022-05-12 00:00:00', '08:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0869', 'C009', '2022-05-12 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0870', 'C279', '2022-05-13 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0871', 'C296', '2022-05-13 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0872', 'C473', '2022-05-13 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0873', 'C483', '2022-05-13 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0874', 'C419', '2022-05-13 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0875', 'C477', '2022-05-13 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0876', 'C107', '2022-05-14 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0877', 'C021', '2022-05-14 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0878', 'C462', '2022-05-14 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0879', 'C283', '2022-05-14 00:00:00', '17:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0880', 'C161', '2022-05-14 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0881', 'C077', '2022-05-14 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0882', 'C346', '2022-05-14 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0883', 'C048', '2022-05-15 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0884', 'C211', '2022-05-15 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0885', 'C234', '2022-05-15 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0886', 'C227', '2022-05-15 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0887', 'C208', '2022-05-15 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0888', 'C328', '2022-05-15 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0889', 'C228', '2022-05-15 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0890', 'C336', '2022-05-16 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0891', 'C419', '2022-05-16 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0892', 'C442', '2022-05-16 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0893', 'C385', '2022-05-16 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0894', 'C120', '2022-05-16 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0895', 'C472', '2022-05-16 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0896', 'C290', '2022-05-17 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0897', 'C106', '2022-05-17 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0898', 'C347', '2022-05-17 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0899', 'C217', '2022-05-17 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0900', 'C376', '2022-05-17 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0901', 'C330', '2022-05-17 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0902', 'C123', '2022-05-17 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0903', 'C196', '2022-05-18 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0904', 'C475', '2022-05-18 00:00:00', '17:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0905', 'C493', '2022-05-18 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0906', 'C473', '2022-05-18 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0907', 'C238', '2022-05-18 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0908', 'C157', '2022-05-18 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0909', 'C293', '2022-05-19 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0910', 'C306', '2022-05-19 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0911', 'C091', '2022-05-19 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0912', 'C218', '2022-05-19 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0913', 'C044', '2022-05-19 00:00:00', '08:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0914', 'C371', '2022-05-19 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0915', 'C379', '2022-05-19 00:00:00', '08:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0916', 'C110', '2022-05-20 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0917', 'C373', '2022-05-20 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0918', 'C035', '2022-05-20 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0919', 'C392', '2022-05-20 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0920', 'C470', '2022-05-20 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0921', 'C408', '2022-05-20 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0922', 'C412', '2022-05-20 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0923', 'C272', '2022-05-21 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0924', 'C297', '2022-05-21 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0925', 'C135', '2022-05-21 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0926', 'C060', '2022-05-21 00:00:00', '17:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0927', 'C442', '2022-05-21 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0928', 'C131', '2022-05-21 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0929', 'C180', '2022-05-22 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0930', 'C033', '2022-05-22 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0931', 'C217', '2022-05-22 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0932', 'C343', '2022-05-22 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0933', 'C073', '2022-05-22 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0934', 'C030', '2022-05-22 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0935', 'C134', '2022-05-22 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0936', 'C242', '2022-05-23 00:00:00', '08:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0937', 'C475', '2022-05-23 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0938', 'C374', '2022-05-23 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0939', 'C401', '2022-05-23 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0940', 'C234', '2022-05-23 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0941', 'C049', '2022-05-23 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0942', 'C444', '2022-05-24 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0943', 'C297', '2022-05-24 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0944', 'C259', '2022-05-24 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0945', 'C096', '2022-05-24 00:00:00', '17:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0946', 'C162', '2022-05-24 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0947', 'C066', '2022-05-24 00:00:00', '08:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0948', 'C362', '2022-05-24 00:00:00', '17:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0949', 'C190', '2022-05-25 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0950', 'C168', '2022-05-25 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0951', 'C368', '2022-05-25 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0952', 'C367', '2022-05-25 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0953', 'C269', '2022-05-25 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0954', 'C242', '2022-05-25 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0955', 'C397', '2022-05-26 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0956', 'C406', '2022-05-26 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0957', 'C403', '2022-05-26 00:00:00', '08:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0958', 'C054', '2022-05-26 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0959', 'C432', '2022-05-26 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0960', 'C063', '2022-05-26 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0961', 'C199', '2022-05-26 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0962', 'C090', '2022-05-27 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0963', 'C442', '2022-05-27 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0964', 'C276', '2022-05-27 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0965', 'C377', '2022-05-27 00:00:00', '08:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0966', 'C086', '2022-05-27 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0967', 'C314', '2022-05-27 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0968', 'C161', '2022-05-27 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0969', 'C226', '2022-05-28 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0970', 'C303', '2022-05-28 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0971', 'C035', '2022-05-28 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0972', 'C114', '2022-05-28 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0973', 'C249', '2022-05-28 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0974', 'C308', '2022-05-28 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0975', 'C344', '2022-05-29 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0976', 'C352', '2022-05-29 00:00:00', '17:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0977', 'C129', '2022-05-29 00:00:00', '17:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0978', 'C347', '2022-05-29 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0979', 'C003', '2022-05-29 00:00:00', '10:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0980', 'C022', '2022-05-29 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0981', 'C039', '2022-05-29 00:00:00', '17:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0982', 'C427', '2022-05-30 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0983', 'C354', '2022-05-30 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0984', 'C412', '2022-05-30 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0985', 'C026', '2022-05-30 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0986', 'C247', '2022-05-30 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0987', 'C049', '2022-05-30 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0988', 'C419', '2022-05-31 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0989', 'C369', '2022-05-31 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0990', 'C015', '2022-05-31 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0991', 'C202', '2022-05-31 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0992', 'C158', '2022-05-31 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0993', 'C101', '2022-05-31 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0994', 'C300', '2022-05-31 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0995', 'C401', '2022-06-01 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0996', 'C474', '2022-06-01 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0997', 'C192', '2022-06-01 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0998', 'C040', '2022-06-01 00:00:00', '17:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN0999', 'C421', '2022-06-01 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1000', 'C347', '2022-06-01 00:00:00', '12:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1001', 'C282', '2022-06-02 00:00:00', '18:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1002', 'C055', '2022-06-02 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1003', 'C301', '2022-06-02 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1004', 'C440', '2022-06-02 00:00:00', '11:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1005', 'C212', '2022-06-02 00:00:00', '17:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1006', 'C179', '2022-06-02 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1007', 'C422', '2022-06-02 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1008', 'C095', '2022-06-03 00:00:00', '08:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1009', 'C431', '2022-06-03 00:00:00', '09:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1010', 'C069', '2022-06-03 00:00:00', '14:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1011', 'C484', '2022-06-03 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1012', 'C465', '2022-06-03 00:00:00', '15:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1013', 'C277', '2022-06-03 00:00:00', '16:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1014', 'C260', '2022-06-03 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1015', 'C051', '2022-06-04 00:00:00', '13:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1016', 'C294', '2022-06-04 00:00:00', '19:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1017', 'C296', '2022-06-04 00:00:00', '08:00');
INSERT INTO registro_ventas (ID_Ventas, ID_Cliente, fecha_venta, hora) VALUES ('VTN1018', 'C352', '2022-06-04 00:00:00', '14:00');
